,floor,floors_count,total_meters,price_per_month,district,underground,Холодильник,Стиральная машина,Телевизор,Посудомоечная машина,Кондиционер,Интернет,Площадь кухни,Высота потолков,Санузел,Балкон/лоджия,Вид из окон,Ремонт,Год постройки,Тип дома,Парковка,time_to_rent
142,1,3,35.0,50000,Пушкинский,Купчино,1.0,1.0,1.0,0.0,0.0,1.0,8.0,2.7,1.0,нет балкона,Во двор,Дизайнерский,1917.0,Кирпичный,Наземная,4
144,2,11,41.0,24000,Красносельский,Ленинский проспект,1.0,1.0,0.0,0.0,0.0,1.0,10.0,2.6,1.0,1 лоджия,На улицу,Косметический,2008.0,Монолитно-кирпичный,Наземная,4
145,1,6,38.0,20000,Петродворцовый,нет метро,1.0,1.0,0.0,0.0,0.0,1.0,9.0,2.5,1.0,1 балкон,Во двор,Евроремонт,1999.0,Панельный,Наземная,2
146,9,12,47.7,50000,Приморский,Комендантский проспект,1.0,1.0,1.0,0.0,0.0,0.0,18.4,2.6677996422182466,1.0,1 лоджия,На улицу и двор,Евроремонт,2021.0,Монолитный,Подземная,2
147,7,12,38.0,45000,Выборгский,Удельная,1.0,1.0,1.0,0.0,0.0,1.0,12.0,2.6677996422182466,1.0,1 лоджия,На улицу,Евроремонт,2022.0,Монолитный,Многоуровневая,4
148,21,26,38.0,40000,Калининский,Лесная,1.0,1.0,1.0,0.0,0.0,1.0,14.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2015.0,Монолитно-кирпичный,Наземная,4
149,22,24,38.0,33000,Фрунзенский,Проспект Славы,1.0,1.0,1.0,1.0,0.0,1.0,8.0,2.7,1.0,1 балкон,Во двор,Косметический,2016.0,Панельный,Наземная,3
150,5,10,36.0,25000,Невский,Улица Дыбенко,0.0,0.0,0.0,0.0,0.0,1.0,8.0,2.6677996422182466,1.0,1 балкон,Во двор,Косметический,1979.0,Кирпичный,Наземная,4
152,5,6,36.0,30000,Василеостровский,Приморская,1.0,1.0,0.0,0.0,0.0,1.0,8.0,2.6677996422182466,1.0,1 балкон,На улицу,Косметический,1960.0,Кирпичный,Открытая,4
153,23,27,38.5,23000,Выборгский,Парнас,1.0,1.0,0.0,0.0,0.0,1.0,12.2,2.6677996422182466,1.0,1 балкон,Во двор,Евроремонт,2021.0,Кирпичный,Наземная,4
154,5,6,60.0,80000,Курортный,нет метро,1.0,1.0,1.0,0.0,0.0,1.0,25.0,2.6677996422182466,1.0,нет балкона,Во двор,Дизайнерский,2017.0,Монолитный,Наземная,4
155,3,5,30.0,30000,Кировский,Проспект Ветеранов,1.0,1.0,1.0,0.0,0.0,0.0,6.5,1.5,1.0,1 балкон,Во двор,Косметический,1966.0,Кирпичный,Наземная,3
157,8,15,38.0,50000,Фрунзенский,Обводный канал,1.0,1.0,1.0,1.0,0.0,1.0,16.0,2.7,1.0,1 лоджия,Во двор,Косметический,2022.0,Монолитный,Наземная,5
159,4,26,36.6,24000,Выборгский,Парнас,1.0,1.0,0.0,0.0,0.0,1.0,11.0,2.6,1.0,1 лоджия,Во двор,Косметический,2012.0,Кирпичный,Наземная,2
160,3,22,42.0,43000,Курортный,Беговая,1.0,1.0,1.0,0.0,0.0,1.0,15.0,2.7,1.0,нет балкона,На улицу,Евроремонт,2017.0,Кирпичный,Наземная,5
161,10,10,40.0,25500,Фрунзенский,Купчино,1.0,1.0,1.0,0.0,0.0,1.0,10.0,2.5,1.0,1 лоджия,Во двор,Косметический,1997.0,Панельный,Наземная,4
163,3,5,37.0,30000,Московский,Московская,1.0,1.0,1.0,1.0,0.0,0.0,17.0,2.8,1.0,1 лоджия,На улицу,Евроремонт,2023.0,Монолитный,Наземная,4
164,10,13,25.0,40000,Приморский,Лесная,1.0,1.0,1.0,0.0,1.0,1.0,6.0,2.7,1.0,1 лоджия,На улицу,Дизайнерский,2021.0,Монолитный,Наземная,4
165,2,5,30.0,18000,Пушкинский,Купчино,1.0,1.0,0.0,0.0,0.0,1.0,6.0,2.5,1.0,1 балкон,Во двор,Косметический,1966.0,Кирпичный,Наземная,3
167,2,9,32.0,30000,Московский,Электросила,1.0,1.0,1.0,0.0,0.0,1.0,8.0,2.6677996422182466,1.0,нет балкона,Во двор,Евроремонт,1963.0,Кирпичный,Открытая,5
168,4,5,30.7,29700,Невский,Елизаровская,1.0,1.0,0.0,0.0,0.0,1.0,6.0,2.7,1.0,1 балкон,Во двор,Евроремонт,1961.0,Кирпичный,Наземная,5
169,3,24,35.8,32000,Выборгский,Парнас,1.0,1.0,1.0,0.0,0.0,1.0,9.4,2.6,1.0,1 лоджия,Во двор,Косметический,2011.0,Кирпичный,Наземная,5
170,5,8,34.8,50000,Красногвардейский,Новочеркасская,1.0,1.0,1.0,1.0,0.0,0.0,10.4,2.5,1.0,1 лоджия,Во двор,Дизайнерский,2018.0,Монолитно-кирпичный,Наземная,4
171,15,24,49.0,40000,Приморский,Комендантский проспект,1.0,1.0,1.0,0.0,0.0,0.0,10.8,2.8,1.0,1 лоджия,На улицу,Косметический,2001.0,Кирпичный,Наземная,5
172,18,19,32.0,22000,Невский,Ломоносовская,1.0,1.0,0.0,0.0,0.0,0.0,8.2,2.8,1.0,1 лоджия,На улицу и двор,Косметический,2019.0,Монолитный,Наземная,5
173,5,5,33.0,21000,Московский,Звездная,1.0,1.0,0.0,0.0,0.0,1.0,6.0,2.5,1.0,1 балкон,Во двор,Косметический,1965.0,Панельный,Наземная,2
174,6,12,50.0,65000,Приморский,Беговая,1.0,1.0,1.0,1.0,1.0,1.0,13.0,2.6677996422182466,1.0,1 лоджия,На улицу и двор,Дизайнерский,2007.0,Кирпичный,Открытая,5
175,4,6,33.4,23000,Приморский,Беговая,1.0,1.0,1.0,0.0,0.0,1.0,10.0,2.6677996422182466,1.0,1 лоджия,Во двор,Евроремонт,2017.0,Монолитный,Открытая,2
176,2,6,45.0,70000,Центральный,Площадь Александра Невского,1.0,1.0,1.0,0.0,0.0,1.0,9.5,3.4,1.0,нет балкона,Во двор,Евроремонт,1880.0,Кирпичный,Наземная,4
177,9,10,50.0,48000,Василеостровский,Василеостровская,1.0,1.0,1.0,1.0,0.0,1.0,10.0,3.0,1.0,2 лоджии,Во двор,Дизайнерский,2011.0,Кирпичный,Наземная,5
178,6,10,40.0,39000,Приморский,Беговая,1.0,1.0,1.0,0.0,0.0,0.0,8.0,2.7,1.0,1 балкон,На улицу,Косметический,2002.0,Панельный,Наземная,3
179,9,9,35.5,25000,Фрунзенский,Купчино,1.0,1.0,1.0,0.0,0.0,1.0,9.0,2.6677996422182466,1.0,1 лоджия,Во двор,Евроремонт,1984.0,Панельный,Открытая,6
180,9,16,48.35,45000,Выборгский,Проспект Просвещения,1.0,1.0,1.0,0.0,0.0,1.0,11.7,2.7,1.0,1 лоджия,Во двор,Косметический,2022.0,Монолитный,Наземная,5
182,5,17,39.0,34000,Василеостровский,Приморская,1.0,1.0,1.0,0.0,0.0,1.0,9.0,2.7,1.0,1 балкон,Во двор,Косметический,2005.0,Кирпичный,Наземная,4
183,13,14,32.9,27000,Приморский,Озерки,1.0,1.0,1.0,0.0,0.0,1.0,10.0,2.6677996422182466,1.0,1 лоджия,Во двор,Косметический,2021.0,Панельный,Открытая,2
185,6,26,40.0,38000,Кировский,Ленинский проспект,1.0,1.0,0.0,0.0,0.0,0.0,9.0,2.9,1.0,1 лоджия,Во двор,Дизайнерский,2010.0,Кирпичный,Наземная,4
186,16,25,43.0,32000,Приморский,Комендантский проспект,1.0,1.0,1.0,0.0,0.0,1.0,11.0,2.7,1.0,1 лоджия,На улицу и двор,Косметический,2009.0,Кирпичный,Наземная,2
187,1,2,13.0,29000,Центральный,Обводный канал,1.0,1.0,1.0,0.0,0.0,1.0,5.0,3.6,1.0,нет балкона,Во двор,Косметический,1914.0,Кирпичный,Наземная,2
188,10,23,25.0,22000,Приморский,Беговая,1.0,1.0,0.0,0.0,0.0,0.0,5.0,2.7,1.0,1 лоджия,На улицу и двор,Косметический,2012.0,Монолитный,Наземная,2
189,9,12,36.0,30000,Невский,Проспект Большевиков,1.0,1.0,1.0,0.0,0.0,0.0,8.0,2.6,1.0,1 балкон,На улицу,Косметический,2013.0,Монолитный,Наземная,2
190,4,9,35.0,18000,Фрунзенский,Международная,1.0,1.0,0.0,0.0,0.0,1.0,6.0,2.6677996422182466,1.0,1 лоджия,Во двор,Косметический,1974.0,Кирпичный,Наземная,1
191,4,11,38.9,48000,Адмиралтейский,Фрунзенская,1.0,1.0,0.0,1.0,0.0,0.0,10.3,2.8,1.0,1 лоджия,На улицу,Косметический,2015.0,Панельный,Наземная,1
192,5,14,40.0,27000,Невский,Улица Дыбенко,1.0,1.0,1.0,1.0,0.0,1.0,11.0,2.6,1.0,1 лоджия,На улицу,Евроремонт,2003.0,Панельный,Наземная,2
193,1,9,34.0,30000,Красносельский,Ленинский проспект,1.0,1.0,1.0,0.0,0.0,1.0,18.0,2.5,1.0,нет балкона,Во двор,Евроремонт,1985.0,Панельный,Наземная,2
194,6,14,32.0,26000,Приморский,Комендантский проспект,1.0,1.0,1.0,0.0,0.0,1.0,7.0,2.7,1.0,1 балкон,Во двор,Дизайнерский,2020.0,Монолитный,Наземная,0
195,10,19,34.0,55000,Адмиралтейский,Московские ворота,1.0,1.0,1.0,1.0,1.0,1.0,13.2,2.6677996422182466,1.0,1 лоджия,На улицу,Дизайнерский,2022.0,Кирпичный,Наземная,2
196,7,19,42.0,22000,Красногвардейский,Гражданский проспект,1.0,1.0,0.0,0.0,0.0,0.0,13.0,2.7,1.0,1 балкон,На улицу и двор,Косметический,2020.0,Монолитный,Наземная,1
197,3,12,32.0,40000,Приморский,Старая Деревня,1.0,1.0,1.0,1.0,0.0,1.0,10.0,3.0,1.0,1 балкон,Во двор,Евроремонт,2020.0,Монолитный,Наземная,1
198,3,9,39.4,55000,Фрунзенский,Обводный канал,1.0,1.0,1.0,1.0,0.0,1.0,18.5,2.7,1.0,1 лоджия,На улицу,Евроремонт,2022.0,Монолитный,Наземная,1
199,2,5,33.0,27000,Василеостровский,Приморская,1.0,1.0,0.0,0.0,1.0,1.0,6.0,2.5,1.0,нет балкона,Во двор,Косметический,1962.0,Панельный,Наземная,2
200,7,24,40.0,30000,Приморский,Беговая,1.0,1.0,1.0,0.0,0.0,1.0,20.0,2.6677996422182466,1.0,"1 лоджия, 1 балкон",Во двор,Евроремонт,2023.0,Кирпичный,Наземная,0
201,11,18,36.0,40000,Приморский,Удельная,1.0,1.0,1.0,0.0,0.0,1.0,11.0,3.0,1.0,1 лоджия,Во двор,Евроремонт,2014.0,Кирпичный,Наземная,6
202,5,5,40.1,35000,Московский,Московская,1.0,1.0,0.0,0.0,0.0,1.0,9.0,2.9,1.0,нет балкона,Во двор,Дизайнерский,1959.0,Кирпичный,Наземная,7
203,3,9,31.0,25000,Калининский,Гражданский проспект,1.0,1.0,0.0,0.0,0.0,1.0,8.2,2.5,1.0,нет балкона,Во двор,Дизайнерский,1970.0,Панельный,Наземная,2
204,4,10,35.0,30000,Красногвардейский,Новочеркасская,1.0,1.0,0.0,0.0,0.0,0.0,10.0,2.6,1.0,1 балкон,Во двор,Косметический,1970.0,Кирпичный,Наземная,4
205,10,10,42.0,25000,Колпинский,Шушары,1.0,1.0,1.0,0.0,0.0,1.0,9.0,2.5,1.0,1 лоджия,Во двор,Евроремонт,2004.0,Панельный,Наземная,6
206,8,12,38.6,30000,Курортный,Беговая,1.0,1.0,1.0,1.0,0.0,1.0,8.2,2.5,1.0,1 балкон,На улицу,Косметический,1980.0,Кирпичный,Наземная,7
207,5,21,43.0,41000,Адмиралтейский,Балтийская,1.0,1.0,1.0,0.0,0.0,1.0,18.0,2.6677996422182466,1.0,1 лоджия,Во двор,Евроремонт,2014.0,Блочный,Многоуровневая,4
208,11,15,40.0,46000,Московский,Фрунзенская,1.0,1.0,1.0,0.0,0.0,1.0,11.0,2.6677996422182466,1.0,1 лоджия,На улицу,Евроремонт,2016.0,Монолитный,Многоуровневая,1
209,3,4,42.0,70000,Центральный,Гостиный двор,1.0,1.0,1.0,1.0,0.0,1.0,10.0,2.6677996422182466,1.0,1 балкон,Во двор,Дизайнерский,1887.0,Кирпичный,Открытая,5
210,10,26,38.0,30000,Красносельский,нет метро,1.0,1.0,0.0,0.0,0.0,0.0,10.1,2.6,2.0,1 лоджия,Во двор,Косметический,2010.0,Панельный,Наземная,7
211,6,12,33.0,55000,Фрунзенский,Обводный канал,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.6677996422182466,1.0,нет балкона,На улицу и двор,Дизайнерский,2020.0,Монолитный,Многоуровневая,7
212,2,6,32.0,45000,Центральный,Площадь Восстания,1.0,1.0,1.0,0.0,0.0,1.0,10.0,2.6677996422182466,1.0,нет балкона,Во двор,Евроремонт,1881.0,Кирпичный,Открытая,5
213,4,12,53.0,23000,Красногвардейский,Новочеркасская,1.0,1.0,1.0,0.0,0.0,0.0,15.0,2.6677996422182466,1.0,нет балкона,Во двор,Косметический,1985.0,Панельный,Наземная,2
215,10,12,39.0,50000,Выборгский,Лесная,1.0,1.0,1.0,0.0,1.0,1.0,15.0,2.6677996422182466,1.0,нет балкона,Во двор,Евроремонт,2019.0,Монолитно-кирпичный,Открытая,6
216,8,10,43.0,22000,Красногвардейский,Девяткино,1.0,1.0,1.0,0.0,0.0,1.0,13.0,2.5,1.0,1 балкон,Во двор,Косметический,2005.0,Монолитный,Наземная,7
217,23,25,32.0,20000,Красногвардейский,Гражданский проспект,1.0,1.0,1.0,0.0,0.0,1.0,14.0,2.6677996422182466,1.0,нет балкона,Во двор,Косметический,2020.0,Панельный,Открытая,6
218,8,18,47.0,38000,Приморский,Беговая,1.0,1.0,1.0,1.0,0.0,1.0,10.2,2.7,1.0,1 балкон,Во двор,Дизайнерский,2012.0,Монолитный,Наземная,7
219,4,18,41.0,20000,Красносельский,Проспект Ветеранов,0.0,0.0,0.0,0.0,0.0,1.0,11.0,2.6,1.0,1 лоджия,На улицу,Косметический,2005.0,Панельный,Наземная,5
220,1,5,51.2,42000,Московский,Московская,1.0,1.0,1.0,1.0,0.0,1.0,15.0,3.2,1.0,нет балкона,На улицу и двор,Евроремонт,1953.0,Кирпичный,Наземная,4
